study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	sample_alias	broker_name	sample_title	nominal_sdev	first_created
PRJEB61818	ERP146900	SAMEA113430516	ERS15425631	ERX10846704	ERR11439397	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN245A_GRG029_TF	76	PAIRED	Targeted-Capture	GENOMIC	RANDOM	5585283	325526567	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 paired end sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:063-22992	ena-RUN-TAB-15-05-2023-12:25:42:063-22993	183203524	cd37afda0a575359c524263edccf6065	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/097/ERR11439397/ERR11439397.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/097/ERR11439397/ERR11439397.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/097/ERR11439397/ERR11439397.fastq.gz	255456036;5928992	5bf969d1bcbc9876f8127248605e69c2;e82504ffec56993b199098489e272ea9	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439397/GLN245A_GRG029_TF.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439397/GLN245A_GRG029_TF.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439397/GLN245A_GRG029_TF.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439397/GLN245A_GRG029_TF.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439397/GLN245A_GRG029_TF.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439397/GLN245A_GRG029_TF.bam.bai	BAM;BAI						GLN245A		GLN245A		2023-05-15
PRJEB61818	ERP146900	SAMEA113430516	ERS15425631	ERX10846705	ERR11439398	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN245A_GRG029_YC		SINGLE	Targeted-Capture	GENOMIC	RANDOM	4971068	329121389	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:063-22994	ena-RUN-TAB-15-05-2023-12:25:42:063-22995	182539716	c22a237994302f79db727f8f43979e9e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/098/ERR11439398/ERR11439398.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/098/ERR11439398/ERR11439398.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/098/ERR11439398/ERR11439398.fastq.gz	249264109;5966800	5eea9492a91ba1903a16cf080d787a00;4d41d84fa4a90b37b11cf08791cee2f3	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439398/GLN245A_GRG029_YC.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439398/GLN245A_GRG029_YC.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439398/GLN245A_GRG029_YC.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439398/GLN245A_GRG029_YC.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439398/GLN245A_GRG029_YC.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439398/GLN245A_GRG029_YC.bam.bai	BAM;BAI						GLN245A		GLN245A		2023-05-15
PRJEB61818	ERP146900	SAMEA113430517	ERS15425632	ERX10846706	ERR11439399	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN245B_GRG030_IM	76	PAIRED	Targeted-Capture	GENOMIC	RANDOM	4881006	260014384	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 paired end sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:063-22996	ena-RUN-TAB-15-05-2023-12:25:42:063-22997	139928452	fbcb0b2489a1cd9546a721f8c4c6c25b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/099/ERR11439399/ERR11439399.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/099/ERR11439399/ERR11439399.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/099/ERR11439399/ERR11439399.fastq.gz	225737462;5958152	b6e770810a362de9be4a0511051169b7;d3107ec666a6e42c2c69526b2c1f99e9	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439399/GLN245B_GRG030_IM.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439399/GLN245B_GRG030_IM.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439399/GLN245B_GRG030_IM.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439399/GLN245B_GRG030_IM.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439399/GLN245B_GRG030_IM.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439399/GLN245B_GRG030_IM.bam.bai	BAM;BAI						GLN245B		GLN245B		2023-05-15
PRJEB61818	ERP146900	SAMEA113430517	ERS15425632	ERX10846709	ERR11439402	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN245B_GRG030_YC		SINGLE	Targeted-Capture	GENOMIC	RANDOM	5116298	321362015	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:064-23002	ena-RUN-TAB-15-05-2023-12:25:42:064-23003	185289881	63670cd3a076a7bcf0762cc30cfae7ab	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/002/ERR11439402/ERR11439402.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/002/ERR11439402/ERR11439402.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/002/ERR11439402/ERR11439402.fastq.gz	257462898;5984864	220d80fe737cf1fdd0ee0299d7aa50eb;4906be32b9f8819cf291fc28bb279c14	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439402/GLN245B_GRG030_YC.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439402/GLN245B_GRG030_YC.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439402/GLN245B_GRG030_YC.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439402/GLN245B_GRG030_YC.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439402/GLN245B_GRG030_YC.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439402/GLN245B_GRG030_YC.bam.bai	BAM;BAI						GLN245B		GLN245B		2023-05-15
PRJEB61818	ERP146900	SAMEA113430518	ERS15425633	ERX10846712	ERR11439405	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN246_GRG031_TF	76	PAIRED	Targeted-Capture	GENOMIC	RANDOM	5851642	339655577	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 paired end sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:065-23008	ena-RUN-TAB-15-05-2023-12:25:42:065-23009	189475852	80e3504929039df986fa7e5a2edc872b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/005/ERR11439405/ERR11439405.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/005/ERR11439405/ERR11439405.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/005/ERR11439405/ERR11439405.fastq.gz	264507549;5913744	20300b23e4e2dbee10815e2d3230bc8d;8dd1a9b7712f074cf9c7b25dec54882b	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439405/GLN246_GRG031_TF.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439405/GLN246_GRG031_TF.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439405/GLN246_GRG031_TF.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439405/GLN246_GRG031_TF.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439405/GLN246_GRG031_TF.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439405/GLN246_GRG031_TF.bam.bai	BAM;BAI						GLN246		GLN246		2023-05-15
PRJEB61818	ERP146900	SAMEA113430522	ERS15425637	ERX10846723	ERR11439416	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN253_GRG091_TF		SINGLE	Targeted-Capture	GENOMIC	RANDOM	4193024	257797365	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:068-23030	ena-RUN-TAB-15-05-2023-12:25:42:068-23031	153485453	9d02fbc88e44269dfd142ef73b6d8a6c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/016/ERR11439416/ERR11439416.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/016/ERR11439416/ERR11439416.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/016/ERR11439416/ERR11439416.fastq.gz	214157785;5937416	9f51812148435f526f7afb6c08d544d1;ab9cf979c7485fe933f6793b1a7f040a	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439416/GLN253_GRG091_TF.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439416/GLN253_GRG091_TF.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439416/GLN253_GRG091_TF.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439416/GLN253_GRG091_TF.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439416/GLN253_GRG091_TF.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439416/GLN253_GRG091_TF.bam.bai	BAM;BAI						GLN253		GLN253		2023-05-15
PRJEB61818	ERP146900	SAMEA113430525	ERS15425640	ERX10846730	ERR11439423	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN257_GRG064_IM		SINGLE	Targeted-Capture	GENOMIC	RANDOM	9976080	587208904	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:070-23044	ena-RUN-TAB-15-05-2023-12:25:42:070-23045	299416889	f9f8d605aa9fc86ec861be5ee09d1b25	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/023/ERR11439423/ERR11439423.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/023/ERR11439423/ERR11439423.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/023/ERR11439423/ERR11439423.fastq.gz	482937103;5981904	dc0b1be989bb46dfa718f6391a1f91c4;cdb214416e7416fd318e0a8685ab898b	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439423/GLN257_GRG064_IM.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439423/GLN257_GRG064_IM.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439423/GLN257_GRG064_IM.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439423/GLN257_GRG064_IM.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439423/GLN257_GRG064_IM.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439423/GLN257_GRG064_IM.bam.bai	BAM;BAI						GLN257		GLN257		2023-05-15
PRJEB61818	ERP146900	SAMEA113430526	ERS15425641	ERX10846734	ERR11439427	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN258_GRG036_IM	76	PAIRED	Targeted-Capture	GENOMIC	RANDOM	3018000	169439222	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 paired end sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:071-23052	ena-RUN-TAB-15-05-2023-12:25:42:071-23053	96730934	09b867f8a1694590e5e509b8a1ca91df	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/027/ERR11439427/ERR11439427.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/027/ERR11439427/ERR11439427.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/027/ERR11439427/ERR11439427.fastq.gz	152717576;5877376	d066cb7c7e1d1fd3e4d84c1cc916c13d;454c13ef9006524c2c66c0a29f1669a7	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439427/GLN258_GRG036_IM.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439427/GLN258_GRG036_IM.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439427/GLN258_GRG036_IM.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439427/GLN258_GRG036_IM.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439427/GLN258_GRG036_IM.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439427/GLN258_GRG036_IM.bam.bai	BAM;BAI						GLN258		GLN258		2023-05-15
PRJEB61818	ERP146900	SAMEA113430526	ERS15425641	ERX10846737	ERR11439430	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN258_GRG036_YC		SINGLE	Targeted-Capture	GENOMIC	RANDOM	3141382	209191856	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:071-23058	ena-RUN-TAB-15-05-2023-12:25:42:072-23059	117403777	357d7e6911a3e1648fbce8287c5f2228	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/030/ERR11439430/ERR11439430.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/030/ERR11439430/ERR11439430.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/030/ERR11439430/ERR11439430.fastq.gz	160513218;5867816	8b721327093073df7cc1e860da5b42ba;502cf79712875a94c0151d3b67f377e1	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439430/GLN258_GRG036_YC.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439430/GLN258_GRG036_YC.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439430/GLN258_GRG036_YC.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439430/GLN258_GRG036_YC.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439430/GLN258_GRG036_YC.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439430/GLN258_GRG036_YC.bam.bai	BAM;BAI						GLN258		GLN258		2023-05-15
PRJEB61818	ERP146900	SAMEA113430527	ERS15425642	ERX10846740	ERR11439433	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN260_GRG037_TF	76	PAIRED	Targeted-Capture	GENOMIC	RANDOM	2928298	171329311	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 paired end sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:072-23064	ena-RUN-TAB-15-05-2023-12:25:42:072-23065	104572823	d82e36c7806dfad611c56a4852864d6c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/033/ERR11439433/ERR11439433.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/033/ERR11439433/ERR11439433.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/033/ERR11439433/ERR11439433.fastq.gz	145023637;5771520	db90640177d39f51c28a5c52ce50a0c0;9b5b376a84c2d51bc6e8029d620b91c1	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439433/GLN260_GRG037_TF.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439433/GLN260_GRG037_TF.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439433/GLN260_GRG037_TF.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439433/GLN260_GRG037_TF.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439433/GLN260_GRG037_TF.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439433/GLN260_GRG037_TF.bam.bai	BAM;BAI						GLN260		GLN260		2023-05-15
PRJEB61818	ERP146900	SAMEA113430528	ERS15425643	ERX10846745	ERR11439438	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN261_GRG065_YC		SINGLE	Targeted-Capture	GENOMIC	RANDOM	5040661	325660064	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:073-23074	ena-RUN-TAB-15-05-2023-12:25:42:074-23075	178769564	aefd060c1a1345a6c167667a4401bc1b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/038/ERR11439438/ERR11439438.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/038/ERR11439438/ERR11439438.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/038/ERR11439438/ERR11439438.fastq.gz	269473677;5979528	8e53436f087be6d6142dfe7e8596f318;b355dfd62de5931b6e78855b4f7c8e87	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439438/GLN261_GRG065_YC.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439438/GLN261_GRG065_YC.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439438/GLN261_GRG065_YC.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439438/GLN261_GRG065_YC.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439438/GLN261_GRG065_YC.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439438/GLN261_GRG065_YC.bam.bai	BAM;BAI						GLN261		GLN261		2023-05-15
PRJEB61818	ERP146900	SAMEA113430529	ERS15425644	ERX10846746	ERR11439439	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN262_GRG066_IM		SINGLE	Targeted-Capture	GENOMIC	RANDOM	16083742	945763150	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:074-23076	ena-RUN-TAB-15-05-2023-12:25:42:074-23077	464329111	18a0ec403ce9f62d6c3ec0adf7d013d9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/039/ERR11439439/ERR11439439.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/039/ERR11439439/ERR11439439.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/039/ERR11439439/ERR11439439.fastq.gz	746869780;6053832	99439f724a3f4733aa66199f5255a9e6;64a4f64308369619874eedf625710fda	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439439/GLN262_GRG066_IM.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439439/GLN262_GRG066_IM.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439439/GLN262_GRG066_IM.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439439/GLN262_GRG066_IM.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439439/GLN262_GRG066_IM.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439439/GLN262_GRG066_IM.bam.bai	BAM;BAI						GLN262		GLN262		2023-05-15
PRJEB61818	ERP146900	SAMEA113430529	ERS15425644	ERX10846748	ERR11439441	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN262_GRG066_TF		SINGLE	Targeted-Capture	GENOMIC	RANDOM	5878024	356014778	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:074-23080	ena-RUN-TAB-15-05-2023-12:25:42:074-23081	211474114	900208fc4a7b9cdf9430970758628696	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/041/ERR11439441/ERR11439441.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/041/ERR11439441/ERR11439441.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/041/ERR11439441/ERR11439441.fastq.gz	295502771;5991072	666abe0c4d1ea866688b6c5b151bbebd;301eae8dbfd3d1edf6fe168a7664846f	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439441/GLN262_GRG066_TF.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439441/GLN262_GRG066_TF.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439441/GLN262_GRG066_TF.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439441/GLN262_GRG066_TF.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439441/GLN262_GRG066_TF.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439441/GLN262_GRG066_TF.bam.bai	BAM;BAI						GLN262		GLN262		2023-05-15
PRJEB61818	ERP146900	SAMEA113430530	ERS15425645	ERX10846749	ERR11439442	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN263_GRG067_IM		SINGLE	Targeted-Capture	GENOMIC	RANDOM	13186566	791149047	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:074-23082	ena-RUN-TAB-15-05-2023-12:25:42:075-23083	384655038	2193288b97943c80c6f6df8fe9932c41	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/042/ERR11439442/ERR11439442.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/042/ERR11439442/ERR11439442.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/042/ERR11439442/ERR11439442.fastq.gz	622823563;6004504	80b111c8cf868ed1704ee06f55baa7fb;e1c4bdf246b3639a86d5f4d79477f03a	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439442/GLN263_GRG067_IM.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439442/GLN263_GRG067_IM.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439442/GLN263_GRG067_IM.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439442/GLN263_GRG067_IM.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439442/GLN263_GRG067_IM.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439442/GLN263_GRG067_IM.bam.bai	BAM;BAI						GLN263		GLN263		2023-05-15
PRJEB61818	ERP146900	SAMEA113430530	ERS15425645	ERX10846752	ERR11439445	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN263_GRG067_YC		SINGLE	Targeted-Capture	GENOMIC	RANDOM	4158656	271989434	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:075-23088	ena-RUN-TAB-15-05-2023-12:25:42:075-23089	148945960	e4b7acc73eed086e56cc17b328d8244a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/045/ERR11439445/ERR11439445.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/045/ERR11439445/ERR11439445.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/045/ERR11439445/ERR11439445.fastq.gz	224538884;5924144	0c0b96dec76a9f4b8294fa90dfd9da53;091ea7ee0c8a29eaf5508a2a0ae8aa76	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439445/GLN263_GRG067_YC.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439445/GLN263_GRG067_YC.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439445/GLN263_GRG067_YC.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439445/GLN263_GRG067_YC.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439445/GLN263_GRG067_YC.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439445/GLN263_GRG067_YC.bam.bai	BAM;BAI						GLN263		GLN263		2023-05-15
